EZABPQM,Tranche_Debut,Tranche_Fin,Mnémo,Territoire,Date_Attribution
014082,0140820000,0140829999,FRTE,ZNE Paris,01/01/2017
014083,0140830000,0140839999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014084,0140840000,0140849999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014085,0140850000,0140859999,FRTE,ZNE Nanterre,01/01/2017
014086,0140860000,0140869999,FRTE,ZNE Nanterre,01/01/2017
014087,0140870000,0140879999,FRTE,ZNE Nanterre,01/01/2017
014088,0140880000,0140889999,FRTE,ZNE Nanterre,01/01/2017
014089,0140890000,0140899999,FRTE,ZNE Nanterre,01/01/2017
014090,0140900000,0140909999,FRTE,ZNE Nanterre,01/01/2017
014091,0140910000,0140919999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014092,0140920000,0140929999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014093,0140930000,0140939999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014094,0140940000,0140949999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014095,0140950000,0140959999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014096,0140960000,0140969999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014097,0140970000,0140979999,FRTE,ZNE Nanterre,01/01/2017
014098,0140980000,0140989999,FRTE,ZNE Paris,01/01/2017
014099,0140990000,0140999999,FRTE,ZNE Nanterre,01/01/2017
014100,0141000000,0141009999,FRTE,ZNE Paris,01/01/2017
014101,0141010000,0141019999,FRTE,Ile de France,01/01/2017
014102,0141020000,0141029999,FRTE,ZNE Nanterre,01/01/2017
014103,0141030000,0141039999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014104,0141040000,0141049999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014105,0141050000,0141059999,FRTE,ZNE Nanterre,01/01/2017
014106,0141060000,0141069999,FRTE,ZNE Nanterre,01/01/2017
014107,0141070000,0141079999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014108,0141080000,0141089999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014109,0141090000,0141099999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014110,0141100000,0141109999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014111,0141110000,0141119999,FRTE,ZNE Nanterre,01/01/2017
014112,0141120000,0141129999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014113,0141130000,0141139999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014114,0141140000,0141149999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014115,0141150000,0141159999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014116,0141160000,0141169999,FRTE,ZNE Nanterre,01/01/2017
014117,0141170000,0141179999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014118,0141180000,0141189999,FRTE,ZNE Nanterre,01/01/2017
014119,0141190000,0141199999,FRTE,ZNE Nanterre,01/01/2017
014120,0141200000,0141209999,FRTE,ZNE Nanterre,01/01/2017
014121,0141210000,0141219999,FRTE,ZNE Nanterre,01/01/2017
014122,0141220000,0141229999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014123,0141230000,0141239999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014124,0141240000,0141249999,FRTE,ZNE Créteil,01/01/2017
014125,0141250000,0141259999,FRTE,ZNE Nanterre,01/01/2017
014126,0141260000,0141269999,FRTE,ZNE Nanterre,01/01/2017
014127,0141270000,0141279999,FRTE,ZNE Nanterre,01/01/2017
014128,0141280000,0141289999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014129,0141290000,0141299999,FRTE,ZNE Nanterre,01/01/2017
014130,0141300000,0141309999,FRTE,ZNE Nanterre,01/01/2017
014131,0141310000,0141319999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014132,0141320000,0141329999,FRTE,ZNE Nanterre,01/01/2017
014133,0141330000,0141339999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014134,0141340000,0141349999,FRTE,ZNE Nanterre,01/01/2017
014135,0141350000,0141359999,FRTE,ZNE Nanterre,01/01/2017
014136,0141360000,0141369999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014137,0141370000,0141379999,FRTE,ZNE Nanterre,01/01/2017
014138,0141380000,0141389999,FRTE,ZNE Nanterre,01/01/2017
014139,0141390000,0141399999,FRTE,ZNE Nanterre,01/01/2017
014140,0141400000,0141409999,FRTE,ZNE Nanterre,01/01/2017
014141,0141410000,0141419999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014142,0141420000,0141429999,FRTE,ZNE Nanterre,01/01/2017
014143,0141430000,0141439999,FRTE,ZNE Nanterre,01/01/2017
014144,0141440000,0141449999,FRTE,ZNE Nanterre,01/01/2017
014145,0141450000,0141459999,FRTE,ZNE Nanterre,01/01/2017
014146,0141460000,0141469999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014147,0141470000,0141479999,FRTE,ZNE Nanterre,01/01/2017
014148,0141480000,0141489999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014149,0141490000,0141499999,FRTE,ZNE Nanterre,01/01/2017
014150,0141500000,0141509999,FRTE,ZNE Bobigny,01/01/2017
014151,0141510000,0141519999,FRTE,ZNE Le Raincy,01/01/2017
014152,0141520000,0141529999,FRTE,ZNE Le Raincy,01/01/2017
014153,0141530000,0141539999,FRTE,ZNE Le Raincy,01/01/2017
014154,0141540000,0141549999,FRTE,ZNE Le Raincy,01/01/2017
014155,0141550000,0141559999,FRTE,ZNE Bobigny,01/01/2017
014156,0141560000,0141569999,FRTE,ZNE Le Raincy,01/01/2017
014157,0141570000,0141579999,FRTE,ZNE Bobigny,01/01/2017
014158,0141580000,0141589999,FRTE,ZNE Bobigny,01/01/2017
014159,0141590000,0141599999,FRTE,ZNE Le Raincy,01/01/2017
014160,0141600000,0141609999,FRTE,ZNE Bobigny,01/01/2017
014161,0141610000,0141619999,FRTE,ZNE Bobigny,01/01/2017
014162,0141620000,0141629999,FRTE,ZNE Bobigny,01/01/2017
014163,0141630000,0141639999,FRTE,ZNE Bobigny,01/01/2017
014164,0141640000,0141649999,FRTE,ZNE Bobigny,01/01/2017
014165,0141650000,0141659999,FRTE,ZNE Créteil,01/01/2017
014166,0141660000,0141669999,FRTE,ZNE Bobigny,01/01/2017
014167,0141670000,0141679999,FRTE,ZNE Le Raincy,01/01/2017
014168,0141680000,0141689999,FRTE,ZNE Bobigny,01/01/2017
014169,0141690000,0141699999,FRTE,ZNE Bobigny,01/01/2017
014170,0141700000,0141709999,FRTE,ZNE Le Raincy,01/01/2017
014171,0141710000,0141719999,FRTE,ZNE Bobigny,01/01/2017
014172,0141720000,0141729999,FRTE,ZNE Bobigny,01/01/2017
014173,0141730000,0141739999,FRTE,ZNE Créteil,01/01/2017
014174,0141740000,0141749999,FRTE,ZNE Créteil,01/01/2017
014175,0141750000,0141759999,FRTE,ZNE Créteil,01/01/2017
014176,0141760000,0141769999,FRTE,ZNE Créteil,01/01/2017
014177,0141770000,0141779999,FRTE,ZNE Créteil,01/01/2017
014178,0141780000,0141789999,FRTE,ZNE Créteil,01/01/2017
014179,0141790000,0141799999,FRTE,ZNE Créteil,01/01/2017
014180,0141800000,0141809999,FRTE,ZNE Créteil,01/01/2017
014181,0141810000,0141819999,FRTE,ZNE Créteil,01/01/2017
014182,0141820000,0141829999,FRTE,ZNE Le Raincy,01/01/2017
014183,0141830000,0141839999,FRTE,ZNE Bobigny,01/01/2017
014184,0141840000,0141849999,FRTE,ZNE Le Raincy,01/01/2017
014185,0141850000,0141859999,FRTE,ZNE Nanterre,01/01/2017
014186,0141860000,0141869999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014187,0141870000,0141879999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014188,0141880000,0141889999,FRTE,ZNE Nanterre,01/01/2017
014189,0141890000,0141899999,FRTE,ZNE Nanterre,01/01/2017
014190,0141900000,0141909999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014191,0141910000,0141919999,FRTE,ZNE Nanterre,01/01/2017
014192,0141920000,0141929999,FRTE,ZNE Nanterre,01/01/2017
014193,0141930000,0141939999,FRTE,ZNE Créteil,01/01/2017
014194,0141940000,0141949999,FRTE,ZNE Créteil,01/01/2017
014195,0141950000,0141959999,FRTE,ZNE Créteil,01/01/2017
014196,0141960000,0141969999,FRTE,ZNE Nanterre,01/01/2017
014197,0141970000,0141979999,FRTE,ZNE Nanterre,01/01/2017
014198,0141980000,0141989999,FRTE,ZNE Créteil,01/01/2017
014199,0141990000,0141999999,FRTE,ZNE Nanterre,01/01/2017
014200,0142000000,0142009999,FRTE,ZNE Paris,01/01/2017
014201,0142010000,0142019999,FRTE,ZNE Paris,01/01/2017
014202,0142020000,0142029999,FRTE,ZNE Paris,01/01/2017
014203,0142030000,0142039999,FRTE,ZNE Paris,01/01/2017
014204,0142040000,0142049999,FRTE,ZNE Nanterre,01/01/2017
014205,0142050000,0142059999,FRTE,ZNE Paris,01/01/2017
014206,0142060000,0142069999,FRTE,ZNE Paris,01/01/2017
014207,0142070000,0142079999,FRTE,ZNE Créteil,01/01/2017
014208,0142080000,0142089999,FRTE,ZNE Paris,01/01/2017
014209,0142090000,0142099999,FRTE,ZNE Paris,01/01/2017
014210,0142100000,0142109999,FRTE,ZNE Créteil,01/01/2017
014211,0142110000,0142119999,FRTE,ZNE Créteil,01/01/2017
014212,0142120000,0142129999,FRTE,ZNE Paris,01/01/2017
014213,0142130000,0142139999,FRTE,ZNE Nanterre,01/01/2017
014214,0142140000,0142149999,FRTE,ZNE Nanterre,01/01/2017
014215,0142150000,0142159999,FRTE,ZNE Paris,01/01/2017
014216,0142160000,0142169999,FRTE,ZNE Paris,01/01/2017
014217,0142170000,0142179999,FRTE,ZNE Paris,01/01/2017
014218,0142180000,0142189999,FRTE,ZNE Paris,01/01/2017
014219,0142190000,0142199999,FRTE,ZNE Paris,01/01/2017
014220,0142200000,0142209999,FRTE,ZNE Paris,01/01/2017
014221,0142210000,0142219999,FRTE,ZNE Paris,01/01/2017
014222,0142220000,0142229999,FRTE,ZNE Paris,01/01/2017
014223,0142230000,0142239999,FRTE,ZNE Paris,01/01/2017
014224,0142240000,0142249999,FRTE,ZNE Paris,01/01/2017
014225,0142250000,0142259999,FRTE,ZNE Paris,01/01/2017
014226,0142260000,0142269999,FRTE,ZNE Paris,01/01/2017
014227,0142270000,0142279999,FRTE,ZNE Paris,01/01/2017
014228,0142280000,0142289999,FRTE,ZNE Paris,01/01/2017
014229,0142290000,0142299999,FRTE,ZNE Paris,01/01/2017
014230,0142300000,0142309999,FRTE,ZNE Paris,01/01/2017
014231,0142310000,0142319999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014232,0142320000,0142329999,FRTE,ZNE Paris,01/01/2017
014233,0142330000,0142339999,FRTE,ZNE Paris,01/01/2017
014234,0142340000,0142349999,FRTE,ZNE Paris,01/01/2017
014235,0142350000,0142359999,FRTE,ZNE Bobigny,01/01/2017
014236,0142360000,0142369999,FRTE,ZNE Paris,01/01/2017
014237,0142370000,0142379999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014238,0142380000,0142389999,FRTE,ZNE Paris,01/01/2017
014239,0142390000,0142399999,FRTE,ZNE Paris,01/01/2017
014240,0142400000,0142409999,FRTE,ZNE Paris,01/01/2017
014241,0142410000,0142419999,FRTE,ZNE Paris,01/01/2017
014242,0142420000,0142429999,FRTE,ZNE Nanterre,01/01/2017
014243,0142430000,0142439999,FRTE,ZNE Bobigny,01/01/2017
014244,0142440000,0142449999,FRTE,ZNE Paris,01/01/2017
014245,0142450000,0142459999,FRTE,ZNE Paris,01/01/2017
014246,0142460000,0142469999,FRTE,ZNE Paris,01/01/2017
014247,0142470000,0142479999,FRTE,ZNE Paris,01/01/2017
014248,0142480000,0142489999,FRTE,ZNE Paris,01/01/2017
014249,0142490000,0142499999,FRTE,ZNE Paris,01/01/2017
014250,0142500000,0142509999,FRTE,ZNE Paris,01/01/2017
014251,0142510000,0142519999,FRTE,ZNE Paris,01/01/2017
014252,0142520000,0142529999,FRTE,ZNE Paris,01/01/2017
014253,0142530000,0142539999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014254,0142540000,0142549999,FRTE,ZNE Paris,01/01/2017
014255,0142550000,0142559999,FRTE,ZNE Paris,01/01/2017
014256,0142560000,0142569999,FRTE,ZNE Paris,01/01/2017
014257,0142570000,0142579999,FRTE,ZNE Paris,01/01/2017
014258,0142580000,0142589999,FRTE,ZNE Paris,01/01/2017
014259,0142590000,0142599999,FRTE,ZNE Paris,01/01/2017
014260,0142600000,0142609999,FRTE,ZNE Paris,01/01/2017
014261,0142610000,0142619999,FRTE,ZNE Paris,01/01/2017
014262,0142620000,0142629999,FRTE,ZNE Paris,01/01/2017
014263,0142630000,0142639999,FRTE,ZNE Paris,01/01/2017
014264,0142640000,0142649999,FRTE,ZNE Paris,01/01/2017
014265,0142650000,0142659999,FRTE,ZNE Paris,01/01/2017
014266,0142660000,0142669999,FRTE,ZNE Paris,01/01/2017
014267,0142670000,0142679999,FRTE,ZNE Paris,01/01/2017
014268,0142680000,0142689999,FRTE,ZNE Paris,01/01/2017
014269,0142690000,0142699999,FRTE,ZNE Paris,01/01/2017
014270,0142700000,0142709999,FRTE,ZNE Nanterre,01/01/2017
014271,0142710000,0142719999,FRTE,ZNE Paris,01/01/2017
014272,0142720000,0142729999,FRTE,ZNE Paris,01/01/2017
014273,0142730000,0142739999,FRTE,ZNE Paris,01/01/2017
014274,0142740000,0142749999,FRTE,ZNE Paris,01/01/2017
014275,0142750000,0142759999,FRTE,ZNE Paris,01/01/2017
014276,0142760000,0142769999,FRTE,ZNE Paris,01/01/2017
014277,0142770000,0142779999,FRTE,ZNE Paris,01/01/2017
014278,0142780000,0142789999,FRTE,ZNE Paris,01/01/2017
014279,0142790000,0142799999,FRTE,ZNE Paris,01/01/2017
014280,0142800000,0142809999,FRTE,ZNE Paris,01/01/2017
014281,0142810000,0142819999,FRTE,ZNE Paris,01/01/2017
014282,0142820000,0142829999,FRTE,ZNE Paris,01/01/2017
014283,0142830000,0142839999,FRTE,ZNE Créteil,01/01/2017
014284,0142840000,0142849999,FRTE,ZNE Paris,01/01/2017
014285,0142850000,0142859999,FRTE,ZNE Paris,01/01/2017
014286,0142860000,0142869999,FRTE,ZNE Paris,01/01/2017
014287,0142870000,0142879999,FRTE,ZNE Bobigny,01/01/2017
014288,0142880000,0142889999,FRTE,ZNE Paris,01/01/2017
014289,0142890000,0142899999,FRTE,ZNE Paris,01/01/2017
014290,0142900000,0142909999,FRTE,ZNE Paris,01/01/2017
014291,0142910000,0142919999,FRTE,ZNE Nanterre,01/01/2017
014292,0142920000,0142929999,FRTE,ZNE Paris,01/01/2017
014293,0142930000,0142939999,FRTE,ZNE Paris,01/01/2017
014294,0142940000,0142949999,FRTE,ZNE Paris,01/01/2017
014295,0142950000,0142959999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014296,0142960000,0142969999,FRTE,ZNE Paris,01/01/2017
014297,0142970000,0142979999,FRTE,ZNE Paris,01/01/2017
014298,0142980000,0142989999,FRTE,ZNE Paris,01/01/2017
014299,0142990000,0142999999,FRTE,ZNE Paris,01/01/2017
014300,0143000000,0143009999,FRTE,ZNE Le Raincy,01/01/2017
014301,0143010000,0143019999,FRTE,ZNE Le Raincy,01/01/2017
014302,0143020000,0143029999,FRTE,ZNE Le Raincy,01/01/2017
014303,0143030000,0143039999,FRTE,ZNE Le Raincy,01/01/2017
014304,0143040000,0143049999,FRTE,ZNE Le Raincy,01/01/2017
014305,0143050000,0143059999,FRTE,ZNE Le Raincy,01/01/2017
014306,0143060000,0143069999,FRTE,ZNE Paris,01/01/2017
014307,0143070000,0143079999,FRTE,ZNE Paris,01/01/2017
014308,0143080000,0143089999,FRTE,ZNE Le Raincy,01/01/2017
014309,0143090000,0143099999,FRTE,ZNE Le Raincy,01/01/2017
014310,0143100000,0143109999,FRTE,ZNE Le Raincy,01/01/2017
014311,0143110000,0143119999,FRTE,ZNE Bobigny,01/01/2017
014312,0143120000,0143129999,FRTE,ZNE Paris,01/01/2017
014313,0143130000,0143139999,FRTE,ZNE Paris,01/01/2017
014314,0143140000,0143149999,FRTE,ZNE Paris,01/01/2017
014315,0143150000,0143159999,FRTE,ZNE Paris,01/01/2017
014316,0143160000,0143169999,FRTE,ZNE Paris,01/01/2017
014317,0143170000,0143179999,FRTE,ZNE Paris,01/01/2017
014318,0143180000,0143189999,FRTE,ZNE Paris,01/01/2017
014319,0143190000,0143199999,FRTE,ZNE Paris,01/01/2017
014320,0143200000,0143209999,FRTE,ZNE Paris,01/01/2017
014321,0143210000,0143219999,FRTE,ZNE Paris,01/01/2017
014322,0143220000,0143229999,FRTE,ZNE Paris,01/01/2017
014323,0143230000,0143239999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014324,0143240000,0143249999,FRTE,ZNE Créteil,01/01/2017
014325,0143250000,0143259999,FRTE,ZNE Paris,01/01/2017
014326,0143260000,0143269999,FRTE,ZNE Paris,01/01/2017
014327,0143270000,0143279999,FRTE,ZNE Paris,01/01/2017
014328,0143280000,0143289999,FRTE,ZNE Créteil,01/01/2017
014329,0143290000,0143299999,FRTE,ZNE Paris,01/01/2017
014330,0143300000,0143309999,FRTE,ZNE Le Raincy,01/01/2017
014331,0143310000,0143319999,FRTE,ZNE Paris,01/01/2017
014332,0143320000,0143329999,FRTE,ZNE Le Raincy,01/01/2017
014333,0143330000,0143339999,FRTE,ZNE Nanterre,01/01/2017
014334,0143340000,0143349999,FRTE,ZNE Nanterre,01/01/2017
014335,0143350000,0143359999,FRTE,ZNE Paris,01/01/2017
014336,0143360000,0143369999,FRTE,ZNE Paris,01/01/2017
014337,0143370000,0143379999,FRTE,ZNE Paris,01/01/2017
014338,0143380000,0143389999,FRTE,ZNE Paris,01/01/2017
014339,0143390000,0143399999,FRTE,ZNE Créteil,01/01/2017
014340,0143400000,0143409999,FRTE,ZNE Paris,01/01/2017
014341,0143410000,0143419999,FRTE,ZNE Paris,01/01/2017
014342,0143420000,0143429999,FRTE,ZNE Paris,01/01/2017
014343,0143430000,0143439999,FRTE,ZNE Paris,01/01/2017
014344,0143440000,0143449999,FRTE,ZNE Paris,01/01/2017
014345,0143450000,0143459999,FRTE,ZNE Paris,01/01/2017
014346,0143460000,0143469999,FRTE,ZNE Paris,01/01/2017
014347,0143470000,0143479999,FRTE,ZNE Paris,01/01/2017
014348,0143480000,0143489999,FRTE,ZNE Paris,01/01/2017
014349,0143490000,0143499999,FRTE,ZNE Paris,01/01/2017
014350,0143500000,0143509999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014351,0143510000,0143519999,FRTE,ZNE Le Raincy,01/01/2017
014352,0143520000,0143529999,FRTE,ZNE Bobigny,01/01/2017
014353,0143530000,0143539999,FRTE,ZNE Créteil,01/01/2017
014354,0143540000,0143549999,FRTE,ZNE Paris,01/01/2017
014355,0143550000,0143559999,FRTE,ZNE Paris,01/01/2017
014356,0143560000,0143569999,FRTE,ZNE Paris,01/01/2017
014357,0143570000,0143579999,FRTE,ZNE Paris,01/01/2017
014358,0143580000,0143589999,FRTE,ZNE Paris,01/01/2017
014359,0143590000,0143599999,FRTE,ZNE Paris,01/01/2017
014360,0143600000,0143609999,FRTE,ZNE Bobigny,01/01/2017
014361,0143610000,0143619999,FRTE,ZNE Paris,01/01/2017
014362,0143620000,0143629999,FRTE,ZNE Bobigny,01/01/2017
014363,0143630000,0143639999,FRTE,ZNE Bobigny,01/01/2017
014364,0143640000,0143649999,FRTE,ZNE Paris,01/01/2017
014365,0143650000,0143659999,FRTE,ZNE Créteil,01/01/2017
014366,0143660000,0143669999,FRTE,ZNE Paris,01/01/2017
014367,0143670000,0143679999,FRTE,ZNE Paris,01/01/2017
014368,0143680000,0143689999,FRTE,ZNE Créteil,01/01/2017
014369,0143690000,0143699999,FRTE,ZNE Bobigny,01/01/2017
014370,0143700000,0143709999,FRTE,ZNE Paris,01/01/2017
014371,0143710000,0143719999,FRTE,ZNE Paris,01/01/2017
014372,0143720000,0143729999,FRTE,ZNE Paris,01/01/2017
014373,0143730000,0143739999,FRTE,ZNE Paris,01/01/2017
014374,0143740000,0143749999,FRTE,ZNE Créteil,01/01/2017
014375,0143750000,0143759999,FRTE,ZNE Créteil,01/01/2017
014376,0143760000,0143769999,FRTE,ZNE Créteil,01/01/2017
014377,0143770000,0143779999,FRTE,ZNE Créteil,01/01/2017
014378,0143780000,0143789999,FRTE,ZNE Créteil,01/01/2017
014379,0143790000,0143799999,FRTE,ZNE Paris,01/01/2017
014380,0143800000,0143809999,FRTE,ZNE Paris,01/01/2017
014381,0143810000,0143819999,FRTE,ZNE Le Raincy,01/01/2017
014382,0143820000,0143829999,FRTE,ZNE Boissy-Saint-Léger,01/01/2017
014383,0143830000,0143839999,FRTE,ZNE Le Raincy,01/01/2017
014384,0143840000,0143849999,FRTE,ZNE Le Raincy,01/01/2017
014385,0143850000,0143859999,FRTE,ZNE Le Raincy,01/01/2017
014386,0143860000,0143869999,FRTE,ZNE Boissy-Saint-Léger,01/01/2017
014387,0143870000,0143879999,FRTE,ZNE Paris,01/01/2017
014388,0143880000,0143889999,FRTE,ZNE Le Raincy,01/01/2017
014389,0143890000,0143899999,FRTE,ZNE Boissy-Saint-Léger,01/01/2017
014390,0143900000,0143909999,FRTE,ZNE Créteil,01/01/2017
014391,0143910000,0143919999,FRTE,ZNE Créteil,01/01/2017
014392,0143920000,0143929999,FRTE,ZNE Paris,01/01/2017
014393,0143930000,0143939999,FRTE,ZNE Bobigny,01/01/2017
014394,0143940000,0143949999,FRTE,ZNE Créteil,01/01/2017
014395,0143950000,0143959999,FRTE,ZNE Paris,01/01/2017
014396,0143960000,0143969999,FRTE,ZNE Créteil,01/01/2017
014397,0143970000,0143979999,FRTE,ZNE Créteil,01/01/2017
014398,0143980000,0143989999,FRTE,ZNE Créteil,01/01/2017
014399,0143990000,0143999999,FRTE,ZNE Créteil,01/01/2017
014400,0144000000,0144009999,FRTE,Ile de France,01/01/2017
014401,0144010000,0144019999,FRTE,ZNE Paris,01/01/2017
014402,0144020000,0144029999,FRTE,ZNE Bobigny,01/01/2017
014403,0144030000,0144039999,FRTE,Ile de France,01/01/2017
014404,0144040000,0144049999,FRTE,ZNE Bobigny,01/01/2017
014405,0144050000,0144059999,FRTE,ZNE Paris,01/01/2017
014406,0144060000,0144069999,FRTE,ZNE Paris,01/01/2017
014407,0144070000,0144079999,FRTE,ZNE Paris,01/01/2017
014408,0144080000,0144089999,FRTE,ZNE Paris,01/01/2017
014409,0144090000,0144099999,FRTE,ZNE Paris,01/01/2017
014410,0144100000,0144109999,FRTE,ZNE Paris,01/01/2017
014411,0144110000,0144119999,FRTE,ZNE Paris,01/01/2017
014412,0144120000,0144129999,FRTE,ZNE Paris,01/01/2017
014413,0144130000,0144139999,FRTE,ZNE Paris,01/01/2017
014414,0144140000,0144149999,FRTE,ZNE Paris,01/01/2017
014415,0144150000,0144159999,FRTE,ZNE Paris,01/01/2017
014416,0144160000,0144169999,FRTE,ZNE Paris,01/01/2017
014417,0144170000,0144179999,FRTE,ZNE Paris,01/01/2017
014418,0144180000,0144189999,FRTE,ZNE Paris,01/01/2017
014419,0144190000,0144199999,FRTE,ZNE Paris,01/01/2017
014420,0144200000,0144209999,FRTE,ZNE Paris,01/01/2017
014421,0144210000,0144219999,FRTE,ZNE Paris,01/01/2017
014422,0144220000,0144229999,FRTE,ZNE Nanterre,01/01/2017
014423,0144230000,0144239999,FRTE,ZNE Paris,01/01/2017
014424,0144240000,0144249999,FRTE,ZNE Paris,01/01/2017
014425,0144250000,0144259999,FRTE,ZNE Paris,01/01/2017
014426,0144260000,0144269999,FRTE,ZNE Paris,01/01/2017
014427,0144270000,0144279999,FRTE,ZNE Paris,01/01/2017
014428,0144280000,0144289999,FRTE,ZNE Paris,01/01/2017
014429,0144290000,0144299999,FRTE,ZNE Paris,01/01/2017
014430,0144300000,0144309999,FRTE,ZNE Paris,01/01/2017
014431,0144310000,0144319999,FRTE,ZNE Paris,01/01/2017
014432,0144320000,0144329999,FRTE,ZNE Paris,01/01/2017
014433,0144330000,0144339999,FRTE,ZNE Créteil,01/01/2017
014434,0144340000,0144349999,FRTE,ZNE Paris,01/01/2017
014435,0144350000,0144359999,FRTE,ZNE Paris,01/01/2017
014436,0144360000,0144369999,FRTE,ZNE Paris,01/01/2017
014437,0144370000,0144379999,FRTE,ZNE Paris,01/01/2017
014438,0144380000,0144389999,FRTE,ZNE Paris,01/01/2017
014439,0144390000,0144399999,FRTE,ZNE Paris,01/01/2017
014440,0144400000,0144409999,FRTE,ZNE Paris,01/01/2017
014441,0144410000,0144419999,FRTE,ZNE Paris,01/01/2017
014442,0144420000,0144429999,FRTE,ZNE Paris,01/01/2017
014443,0144430000,0144439999,FRTE,ZNE Paris,01/01/2017
014444,0144440000,0144449999,FRTE,ZNE Paris,01/01/2017
014445,0144450000,0144459999,FRTE,ZNE Nanterre,01/01/2017
014446,0144460000,0144469999,FRTE,ZNE Paris,01/01/2017
014447,0144470000,0144479999,FRTE,ZNE Bobigny,01/01/2017
014448,0144480000,0144489999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
014449,0144490000,0144499999,FRTE,ZNE Paris,01/01/2017
014450,0144500000,0144509999,FRTE,ZNE Paris,01/01/2017
014451,0144510000,0144519999,FRTE,ZNE Paris,01/01/2017
014452,0144520000,0144529999,FRTE,ZNE Paris,01/01/2017
014453,0144530000,0144539999,FRTE,ZNE Paris,01/01/2017
014454,0144540000,0144549999,FRTE,ZNE Paris,01/01/2017
014455,0144550000,0144559999,FRTE,ZNE Paris,01/01/2017
014456,0144560000,0144569999,FRTE,ZNE Paris,01/01/2017
